,Unnamed: 0,text,target
1957,1957,from gercvruunl ger timmens subject re postscript drawing prog nntppostinghost tritoncvruunl organization university of utrecht 3d computer vision research group lines 30  in 0010580bvma7o9diablouucp diablouucpcboesel charles boesel writes   in article 1993apr191717042147informatiktumuenchende compgraphicsgnuplotcompgraphics rddutsippgarchingmpgde reinhard drube writes in article c5ecnn7qomentorccpurdueedu nishcv4chempurdueedu nishantha i writes  9could somebody let me know of a drawing utility that can be  used to manipulate postscript filesi am specifically interested in  drawing lines boxes and the sort on postscript contour plots  9i have tried xfig and i am impressed by its features however  it is of no use since i cannot use postscript files as input for the  programmeis there a utility that converts postscript to xfig format  9any help would be greatly appreciated  9999nishantha have you checked out adobe illustrator there are a few unix versions for it available depending on your platform i know of two unix versions one for mach next and for irix sgi there may be others such as for sun sparcstation but i dont know for sure  you can include postscript epsi files in xfig encapsulated postscript info files you cant actually edit the postscript file but youre able to draw over the postscript file  there a eps to epsi converter eps2epsi perl program  succes   ger timmens gercvruunl 3dcv research group utrecht the netherlands tel 31 30 50 67 11      room f01703      fax 31 30 51 33 99   unquestionably there is progress  the average american now pays out   twice as much in taxes as he formerly got in wages  h l mencken ,1
1958,1958,from af664yfnysuedu frank decenso jr subject re  the list of biblical contradictions organization youngstown stateyoungstown freenet lines 12 nntppostinghost yfnysuedu   someone posted a list of x number of alleged bible contradictions  as joslin said most people do value quantity over quality  dave butler posted some good quality alleged contradictions that are taking a long time to properly exegete  if you want a good list quantity  when critics ask a popular handbook on bible difficulties by dr norman geisler deals with over 800 alleged contradictions  frank   if one wished to contend with him he could not answer him one time out  of a thousand  job 93 ,3
1959,1959,from djfcckcoventryacuk marvin batty subject re vandalizing the sky nntppostinghost ccsysk organization starfleet coventry uk lines 30  in article c5t05kdb6researchcanonozau enzoresearchcanonozau enzo liguori writes from the article whats new apr1693 in sciphysicsresearch   whats new in my opinion friday 16 april 1993  washington dc  1 space billboards is this one the spinoffs we were promised in 1950 science fiction writer robert heinlein published the man who sold the moon which involved a dispute over the sale of rights to the moon for use as billboard nasa has taken the firsteps toward this  hideous vision of the future  observers were startled this spring when a nasa launch vehicle arrived at the pad with schwarzenegger painted in huge block letters on the side of the booster rockets   things could be worse a lot worse in the mideighties the teenadult scifi comic 2000ad fleetway produced a short story featuring the award winning character judge dredd the story focussed on an advertising agency of the future who use high powered multicoloured laserssearch lights pointed at the moon to paint images on the moon needless to say this use hacked off a load of lovers romantics and werewolfscrazies the ad guys got chopped the service discontinued a cautionary tale indeed  marvin batty                        marvin batty  djfukaccovcck and they shall not find those things with a sort of rafia like base that their fathers put there just the night before at about 8 oclock ,2
1960,1960,from aleahycchcoventryacuk odd frog subject re photoshop for windows nntppostinghost ccsysh organization odd frogs balloon shop lines 21  in article c5uhimjfqrotqcca beaverrotqcca andre boivert writes   i am looking for comments from people who have usedheard about photoshop for windows is it good how does it compare to the mac version is there a lot of bugs i heard the windows version needs finetuning   also photoshopii is out soon has anyone got a date and any cofmments andy                    andrew leahy  aleahycchcoventryacuk  odd frog             what a piece of work is man how noble in reason how infinite in faculties   in form and moving how express and admirable in action how like an angel    in apprehension how like a god the beauty of the world the paragon of         animals and yet to me what is the quintessence if dust                        man delights not me                                                    shakespeare hamlet ,1
1961,1961,from highlndrux1csouiucedu the highlander subject re tiff philosophical significance of 42 organization university of illinois at urbana lines 23  cptullymeduncedu christopher p tullypathology62699 writes  why so up tight  for that matter tiff6 is out now so why not gripe about its problems  also if its so important to you volunteer to help define or critique the spec  hear hear  finally a little numerology  42 is 24 backwards and tiff is a 24 bit image format  really i thought that the reason it was 42 was that it is really 24 but written as 42 so that on intel chips you could get the proper value   pete  help stomp out the endian wars break some eggs on their sides    peter mueller thebishop           when a person commits a violation and sins highlndrux1csouiucedu           unintentionally in regard to any of the pmuellermrcnextcsouiucedu       lords holy things he is to bring to the                                     lord as a penalty a ram from the flock ,1
1962,1962,from sandviknewtonapplecom kent sandvik subject re davidians and compassion organization cookamunga tourist bureau lines 24  in article c5slasb68blazecsjhuedu arromdeejyusenkyoucsjhuedu ken arromdee wrote    in article sandvik190493200420sandvikkentapplecom sandviknewtonapplecom kent sandvik writes  so we have this highly christian religious order that put fire  on their house killing most of the people inside    we have no way to know that the cultists burned the house it could have been  the batf and fbi  we only have the governments word for it after all and  people who started it by a noknock search with concussion grenades are hardly  disinterested observers  theres another point to be made those who have been inside burning houses know that if they want to stay alive its better to run out from the building we had one case where an fbi agent had to  drag out a women from the burning house she run back in when she saw the forces arriving it is a good indication of the fanatical mind that the followers had  including having they children burned instead of saving these innocent victims of the instance  cheers kent  sandviknewtonapplecom alink ksand  private activities on the net ,3
1963,1963,from wingertvnetibmcom bret wingert subject re level 5 organization ibm federal systems co software services disclaimer this posting represents the posters views not those of ibm newssoftware ureply 31             1993apr231247591fnalffnalgov lines 29  in 1993apr231247591fnalffnalgov bill higgins beam jockey writes in article 19930422121236246almadenibmcom wingertvnetibmcom bret wingert writes  3 the onboard flight software project was rated level 5 by a nasa team     this group generates 2040 kslocs of verified code per year for nasa  will someone tell an ignorant physicist where the term level 5 comes from it sounds like the risks digest  equivalent of large extra large jumbo or maybe its like defcon 5  i gather it means that shuttle software was developed with extreme care to have reliablility and safety and almost everything else in the computing world is level 1 or cheesy dimestore software  not surprising  but who is it that invents this standard and how come everyone but me seems to be familiar with it  level 5 refers to the carnegiemellon software engineering institutes capability maturity model  this model rates software development orgs from15  with 1 being chaotic and 5 being optimizing  dod is beginning to use this rating system as a discriminator in contracts  i have more data on thifrom 1 page to 1000  i have a 2030 page presentation that summarizes it wethat i could fax to you if youre interested bret wingert wingertvnetibmcom  7132827534 fax 7132828077   ,2
1964,1964,from bilokcforumosrheedu bill conner subject re death penalty was re political atheists nntppostinghost okcforumosrheedu organization okcforum unix users group xnewsreader tin version 11 pl9 lines 14  this is fascinating atheists argue for abortion defend homosexuality as a means of population control insist that the only values are biological and condemn war and capital punishment according to benedikt if something is contardictory it cannot exist which in this case means atheists i suppose i would like to understand how an atheist can object to war an excellent means of controlling population growth or to capital punishment im sorry but the logic escapes me and why just capital punishment what is being questioned here the propriety of killing or of punishment what is the basis of the ecomplaint  bill  ,0
1965,1965,from munizbrwtms2decnetrockwellcom rwtms2munizb subject space event in los angeles ca xadded forwarded by space digest organization via international space university originalsender isuvacationvenaricscmuedu distribution sci lines 52     for immediate release           contact  oasis 310 3642290     15 april 1993                                los angeles ca       local national space society chapters sponsor talk by la   advocate of lunar power system as energy source for the world     on april 21 the oasis and ventura county chapters of the national  space society will sponsor a talk by lunar power system lps co inventor and vicepresident of the lps coalition dr robert d waldron  it will be held at 730 pm at the rockwell science center in thousand oaks ca     dr waldron is currently a technical specialist in space materials processing with the space systems division of rockwell international in downey california  he is a recognized world authority on lunar materials refinement  he has written or coauthored more than 15 articles or reports on nonterrestrial materials processing or utilization  along with dr david criswell waldron invented the lunarsolar power system concept     momentum is building for a coalition of entrepreneurs legal experts and soviet and us scientists and engineers to build the lunar power system a pollutionfree energy source with a potential to power the globe     for the past three years members of the coalition nearly half from california have rejuvenated the commercial and scientific concept of a solar power system based on the moon     the lps concept entails collecting solar energy on the lunar surface and beaming the power to earth as microwaves transmitted through orbiting antennae  a mature lps offers an enormous source of clean sustainable power to meet the earths ever increasing demand using proven basic technology     oasis organization for the advancement of space industrialization is the greater los angeles chapter of the national space society which is an international nonprofit organization that promotes development of the space frontier the ventura county chapter is based in oxnard ca         where  rockwell science center auditorium 1049 camino                dos rios thousand oaks ca     directions ventura freeway 101 to thousand oaks exit onto                lynn road heading north right turn from 101                north left turn from 101 south after about 12                mile turn left on camino dos rios after about 12                mile make first right into rockwell after camino                colindo parking at top of hill to the left  ,2
1966,1966,from kellybccsuactstateuedu subject re bible quiz lines 12 nntppostinghost ccsuactstateuedu organization yale university department of computer science new haven ct  in article kmr41563734805744pocwruedu kmr4pocwruedu keith m ryan writes  in article 1qgbmtc4fusenetinscwruedu cr866clevelandfreenetedu frank d kirschner writes           only when the sun starts to orbit the earth will i accept the bible                   since when does atheism mean trashing other religionsthere must be a god      of inbreeding to which you are his only son                                                    pope john paul ,0
1967,1967,from jenniseopusdgicom milady printcap the goddess of peripherals subject re looking for a little research help organization dynamic graphics inc lines 6 distribution usa nntppostinghost opusdgicom  found it thanks i got several offers for help i appreciate it and will be contacting those people via email  thanks again  jennise ,2
1968,1968,from prbaccessdigexcom pat subject re why not give 1 billion to first yearlong moon residents organization express access online communications greenbelt md usa lines 26 nntppostinghost accessdigexnet  in article 1993apr2115054524058itiorg awsitiorg allen w sherzer writes in article c5sjdpf23zootorontoedu henryzootorontoedu henry spencer writes   in spite of my great respect for the people you speak of i think their cost estimates are a bit overoptimistic if nothing else a working ssto is at least as complex as a large airliner and has a smaller experience base it therefore seems that ssto development should cost at least as much as a typical airliner development that puts it in the 3g to 5g range   alan  9dont forget  a huge  cost for airliner developement is faa certification  the joke is when the paperwork  exceeds teh weight of the airplane  it will fly  the sr71 and teh x15  both highly ambitious  aerospace projects were done on very narrow engineering budgets   partly because they didnt spend much on paper  pushing   there is some company in missouri  trying to get funding to build light commercial transporters  on a low cost basis mostly by reducing faa  certification costs  pat  ,2
1969,1969,from imagingclubofficewangcom imaging club subject re wanted info on image databases organization mail to news gateway at wang labs lines 14  padmini srivathsa in wisconsin writes  i would like references to any introductory material on image databases  id be happy to us international snail mail technical information on imaging databases to anyone who needs it if you can provide me with your address for hard copy not email  were focusing mostly on open pace oracle ingres adabas sybase and gupta regarding our imaging databases installed  we have over 1000 installed and in production now most of the new ones going in are on novell lans the rs6000 and now hp unix workstations  we work with visual basic too  michaelwillettofficewangcom ,1
1970,1970,from stefanlisetechniktumuenchende stefan eckart subject dmpeg10zip info another dos mpeg decoderplayer posted keywords mpeg dos replyto stefanlisetechniktumuenchende organization technische universitaet muenchen germany lines 74   i have posted a dos mpeg decoderplayer to altbinariespicturesutilities  here is a short description and some technical information taken from the accompanying documentation                                 dmpeg v10                         public domain mpeg decoder                             by stefan eckart   0 features   dmpegdmplay is another mpeg decoderplayer for the pc     decodes nearly the full mpeg video standard    ipb frames frame size up to at least 352x240 supported    saves decoded sequence in 8 or 24bit raw file for later display    optional onscreen display during decoding requires vga    several dithering options ordered dither floydsteinberg grayscale    colorspace selection    runs under dos 640kb ram no mswindows required    very compact small code  small data models 16 bit arithmetic    real time display of the raw file by a separate player for    vga and many supervgas    4 technical information   the player is a rather straightforward implementation of the mpeg spec 1 the idct is based on the chenwang 13 multiplication algorithm 2 not quite the optimum i know blocks with not more than eight nonzero coefficients use a nonseparated direct multiplyaccumulate 2didct sounds great doesnt it which turned out to be faster than a fast algorithm in this quite common case dithering is pretty standard main difference to the berkeley decoder except for the fewer number of supported algorithms is the use of 256 instead of 128 colors the default option to use a restricted colorspace and the implementation of a color saturation dominant ordered dither this leads to a significantly superior quality of the dithered image i claim judge yourself  restricted colorspace means that the u and v components are clipped to 025 instead of 05 and the display colorspace points are distributed over this restricted space since the distance between colorspace points is thus reduced by a factor of two the color resolution is doubled at the expense of not being able to represent fully saturated colors  saturation dominant ordered dither is a method by which a color lying somewhere between the points of the display color space is approximated by primarily alternating between two points of constant hue instead of constant saturation this yields subjectivly better quality due to the lower sensitivity of the human viewing system to saturation changes than to hue changes the same reasoning as used by the pal tv standard to improve on ntsc the improvement is particularly visible in dark brown or redish areas     stefan eckart stefanlisetechniktumuenchende ,1
1971,1971,from nyikosmathscarolinaedu peter nyikos subject re spreading christianity re christian extremist kills doctor organization usc  department of computer science lines 24  i addressed most of the key issues in this very long 284 lines post by dean kaflowitz in two posts yesterday  the first was made into the title post of a new thread is dean kaflowitz terminally ironyimpaired and the second more serious one appeared along the thread  a chaney post and a challenge reissued and revised  both only in talkabortion but i am posting its contents into talkreligionmisc as soon as i exit here  this should be enough for us to thrash out for the next week or so  the second post really grapples with the main bones of contention between us the first is more lighthearted and tells about such things as  kaflowitzdebatingpoints tm which he continues to rack up on both talkabortion and talkreligionmisc while setting followups to  talkabortion alone  his lame excuse for the latter policy is that he gets a prompt as to where to set followups and does not follow talkreligionmisc much this suggests that he is being hypocritical in not also setting his newsgroups line to talkabortion alone  peter nyikos    ,3
1972,1972,from keithccocaltechedu keith allan schneider subject re political atheists organization california institute of technology pasadena lines 62 nntppostinghost punishercaltechedu  reference line trimmed  ssauyeteaglewesleyanedu scott d sauyet writes  first ill make the assumption that you agree that a murderer is one who has commited murder  well id say that a murderer is one who intentionally committed a murder for instance if you put a bullet into a gun that was thought to contain blanks and someone was killed with such a gun the person who actually performed the action isnt the murderer but i guess this is actually made clear in the below definition  id be interested to see a more reasonable definition   what do you mean by reasonable  otherwise your inductive definition doesnt bottom out your definition in essence is that murder is the intentional killing of someone who has not commited  murder against his will expanding the second occurence of murder in the above we see that   yes it is bad to include the word being defined in the definition  but even though the series is recursively infinite i think the meaning can still be deduced  i assume you can see the problem here  to do a correct inductive definition you must define something in terms of a simpler case and you must have one or several bottoming out cases  for instance we can define the factorial function the function which assigns to a positive integer the product of the positive integers less than or equal to it on the positive integers inductively as follows  math lesson deleted  okay lets look at this situation  suppose there is a longstanding feud between two families which claim that the other committed some travesty in the distant past  each time a member of the one family kills a member of the other the other family thinks that it is justified in killing a that member of the first family  now lets suppose that this sequence has occurred an infinite number of times  or if you dont like dealing with infinities suppose that one member of the family goes back into time and essentially begins the whole thing  that is there is a neverending loop of slayings based on some nonexistent travesty how do you resolve this  well they are all murders  now i suppose that this isnt totally applicable to your problem but it still is possible to reduce an uninduced system  and in any case the nested murderer in the definition of murder cannot be infintely recursive given the finite existence of humanity and a murder cannot be committed without a killing involved  so the first person to intentionally cause someone to get killed is necessarily a murderer  is this enough of an induction to solve the apparently unreducable definition  see in a totally objective system where all the information is available such a nested definition isnt really a problem  keith ,0
1973,1973,from aa429freenetcarletonca terry ford subject nasp xadded forwarded by space digest organization via international space university originalsender isuvacationvenaricscmuedu distribution sci lines 15    could someone please send me the basics of the nasp project 1 the proposalobjectives 2 the current status of the projectobstacles encountered 3 chance that the project shall ever be completed or any other interesting information about this project  any help will be much appreciated   terry ford aa429freenetcarletonca house nepean ontario canada earth solar system milky way cluster a21 discalimer any injuries occuring as a direct result from the reading of this message including heart palpitations is not my fault in any shape or form ,2
1974,1974,from brucedunnmindlinkbcca bruce dunn subject re clementine mission name organization mind link  british columbia canada lines 22   waleslarrisonofa123fidonetorg writes   old pioneer song from the 1850s or so goes as follows     in a cavern in a canyon     excavating for a mine     dwelt a miner fortyniner     and his daughter clementine   chorus    oh my darling oh my darling     oh my darling clementine     you are lost and gone forever     oh my darling clementine           let us hope that the performance of the spacecraft follows the sentiments of the first verse miner rather than the second lost and gone forever   bruce dunn    vancouver canada   brucedunnmindlinkbcca ,2
1975,1975,from bilokcforumosrheedu bill conner subject re islamic authority over women nntppostinghost okcforumosrheedu organization okcforum unix users group xnewsreader tin version 11 pl9 lines 37  benedikt rosenau i3150101dbstu1rztubsde wrote   when the object of their belief is said to be perfect and make the believers  act in a certain way and we observe that they dont we have a contradiction  something defined contradictorily cannot exist that what the believe in does  not exist secondly there are better explanations for why they believe than  the existence of the object of their belief        have you read the faq already     benedikt  benedikt  i cant recall anyone claiming that god makes anyone act a particlar way i think that youre attempting to manufacture a contradiction god is said to require certain behavior but the only compulsion is the believers sense of duty a standard of conduct does exist but we are free to ignore it or misunderstand it or distort it in whatever ways we find convenient but our response to gods edicts can in no way be used to question gods existence the behavior of believers is a completely separate question from that of gods existence there is nothing contradictory here  to say that something defined contadictorily cannot exist is really asking too much you would have existence depend on grammar all you can really say is that something is poorly defined but that in itself is insufficient to decide anything other than confusion of course  your point that there are better reasons for the phenomenon of belief than the object of belief may lead to a rats nest of unnecessary complexity i think i know what youre implying but id like to see your version of this better alternative just the same  bill   ,0
1976,1976,subject re catholic litcrit of ass from nunnallyacshardingedu john nunnally distribution world organization harding university searcy ar nntppostinghost acshardingedu xnewsreader vms news 124inreplyto dlphknobcamelotbradleyedus message of 16 apr 93 185720 gmtlines 45 lines 45  in dlphknob734986640camelot dlphknobcamelotbradleyedu writes   in 1993apr14101241476mtechcamaintechcom fostermtechcamaintechcom writes    i am surprised and saddened i would expect this kind of behavior  from the evangelical bornagain gospelthumping inyourface were  theonlytruechristian protestants but i have always thought   that catholics behaved better than this                                     please do not stoop to the  level of the e ba gt iyf wtotc protestants who think  that the best way to witness is to be strident intrusive loud  insulting and overbearingly selfrighteous    pleading mode on    please  im begging you  quit confusing religious groups and stop  making generalizations  im a protestant  im an evangelical  i dont  believe that my way is the only way  im not a creation scientist  i  dont think that homosexuals should be hung by their toenails      if you want to discuss bible thumpers you would be better off singling  out and making obtuse generalizations about fundamentalists  if you  compared the actions of presbyterians or methodists with those of southern   baptists you would think that they were different religions   sarcasm on be sure we pick on the correct groups here  bible thumpers fundamentalists and southern baptists deserve our hasty generalizations and prejudicial statements  just dont pick on the presbyterians and the methodists sarcasm off   please prejudice is about thinking that all people of a group are the  same so please dont write off all protestants or all evangelicals    pleading mode off    godi wish i could get ahold of all the thomas stories    9fbzr enval jvagre fhaqnlf jura gurerf n yvggyr oberqbz lbh fubhyq  nyjnlf pneel n tha  abg gb fubbg lbhefrys ohg gb xabj rknpgyl gung lbher   nyjnlf znxvat n pubvpr  999yvan jregzhyyre            jemaleddin sasha david cole iv  chief of knobbery research                          dlphknobcamelotbradleyedu ,3
1977,1977,from david r sacco dsavandrewcmuedu subject re after 2000 years can we say that christian morality is organization misc student carnegie mellon pittsburgh pa lines 8 91qh49mmg9kyleeitechcom nntppostinghost po5andrewcmuedu inreplyto 1qh49mmg9kyleeitechcom  after tons of mail could we move this discussion to altreligion  there are many here among us who feel that life is but a joke bob dylan if you were happy every day of your life you wouldnt be a human being youd be a game show host taken from the movie heathers lecture lek chur  process by which the notes of the professor become the notes of the student without passing through the minds of either ,3
1978,1978,from gebcspittedu gordon banks subject re lds gordons objections replyto gebcspittedu gordon banks organization univ of pittsburgh computer science lines 38  in article c5rp8kkw2acsubuffaloedu psyrobtwubvmsbccbuffaloedu robert weiss writes gordon banks quoted and added  gb in article c53l1sd61acsubuffaloedu gb  psyrobtwubvmsdccbuffaloedu robert weiss writes gb gb the mormon jesus is the spirit brother of lucifer that jesus is god gb the fathers first born spirit child that jesus was begotten on earth gb through natural means not by the holy ghost that he sweat his blood gb for our sins in the garden of gethsemane that his blood cannot gb cleanse from all sin that he is now among many millions of other gb gods that jesus is jehovah and the father is elohim in the ot gb jehovah and elohim are the same that he needed to be saved gb   it is true that mormons believe that all spirits including jesus lucifer robert weiss are in the same family  it does not mean that jesus was created but rather that lucifer and robert weiss were not  i agree that this is a heresy  so what   the sweating of blood in gethsemene is not a basic mormon doctrine  jesus did not perform the atonement in getheseme alone as some antimormons are trying to teach   as far as the unpardonable sin whatever that is it is biblical and not specifically mormon  it is also called the sin against the holy ghost  most bible scholars other than conservative ones do not believe jehovah and elohim were always the same im sure youve heard of the j and the e texts  i dont know what you mean by that he needed to be saved  jesus jehovah  elohim  in mormon doctrine jesus was sinless and thus did not need to be saved        gordon banks  n3jxp       skepticism is the chastity of the intellect and gebcadredslpittedu     it is shameful to surrender it too soon   ,3
1979,1979,from kevinrotagmiorg kevin darcy subject re after 2000 years can we say that christian morality is  organization who me lines 15  in article 1993apr1501032923133mnemosynecsduedu kcochrannyxcsduedu keith justified and ancient cochran writes followups set out of talkabortion  in article c5fuo2ff8newscsouiucedu cobbalexialisuiucedu mike cobb writes am i reading this thread wrong or is this just another bemoaning of the fact that christianity has a code of objective morality  please define this objective morality  while youre at it please state the theory of creationism  still searching for an irrelevant issue in which to mire a prolifer i see slimy tactic  99999999 kevin ,3
1980,1980,from sandviknewtonapplecom kent sandvik subject re ignorance is bliss was is it good that jesus died organization cookamunga tourist bureau lines 17  in article f1682apquackkfucom pharveyquackkfucom paul harvey wrote  in article sandvik170493104859sandvikkentapplecom   sandviknewtonapplecom kent sandvik writes  ignorance is not bliss    ignorance is strength  help spread the truth of ignorance  huh if ignorance is strength then i wont distribute this piece of information if i want to follow your advice contradiction above   cheers kent  sandviknewtonapplecom alink ksand  private activities on the net ,3
1981,1981,from pharveyquackkfucom paul harvey subject re a kind and loving god not organization the duck pond public unix 1 408 249 9630 log in as guest 9sandvik150493181533sandvikkentapplecom  91993apr1618160515072raroyalroadsca  9sandvik160493205451sandvikkentapplecom lines 28  in article sandvik160493205451sandvikkentapplecom  sandviknewtonapplecom kent sandvik writes in article 1993apr1618160515072raroyalroadsca mleepostroyalroadsca malcolm lee wrote  this brings up another question i still have to ponder  why is there so   much antisemitism  why do people hate jews  i dont hate jews  i consider  them to be like anyone else sinners we all are i dont know i dont care about ethnical rights and wrongs myself but its evident that christians consider jews no longer to be the  sole selected group of gods people  while jews consider this to be the case  christian antisemitism comes from the obvious fact that the jews should know the hebrew scriptures better than anyone else yet they did not convert to christianity en mass thus rejecting christian love  no wonder this caused antisemitism one might even wonder that if christianity didnt do this separation would antisemitism have even started  i dont see why not where are the rest of the tribal people what happened to the tribes of the americas culture is seen as different and undesirable in the west particular in the us with its failed melting pot concept most tribes have been hunted to extinction the hebrew tribe is one of the few survivers from the neolithic of course it becomes difficult at times to separate christianity from the western experience so perhaps you are right perhaps it would have been a better  world if the cultural experiment in christianity never happened ,3
1982,1982,from cfaehlvestaunmedu chris faehl subject re some thoughts organization university of new mexico albuquerque lines 12 distribution world nntppostinghost vestaunmedu keywords dan bissell  in article healta145734928689saturnwwcedu healtasaturnwwcedu tammy r healy writes deletia wrt pathetic jeezus posting by bissel   i hope youre not going to flame him  please give him the same coutesy you  ve given me  no he hasnt extended to us the courtesy youve shown us so he dont get no pie tammy i respect your beliefs because you dont try to stamp them into my being i have scorn for posters whose sole purpose appears to be to evangelize      tammy ,0
1983,1983,from bobbeviceicotekcom robert beauchaine subject re after 2000 years can we say that christian morality is organization tektronix inc beaverton or lines 33  in article c5l1eyjtsnewscsouiucedu cobbalexialisuiucedu mike cobb writes in 11825viceicotekcom bobbeviceicotekcom robert beauchaine writes     actually my atheism is based on ignorance  ignorance of the   existence of any god  dont fall into the atheists dont believe   because of their pride mistake  how do you know its based on ignorance couldnt that be wrong why would it be wrong  to fall into the trap that you mentioned      if im wrong god is free at any time to correct my mistake  that   he continues not to do so while supposedly proclaiming his   undying love for my eternal soul speaks volumes    as for the trap you are not in a position to tell me that i dont   believe in god because i do not wish to  unless you can know my   motivations better than i do myself you should believe me when i   say that i earnestly searched for god for years and never found   him      bob beauchaine bobbeviceicotekcom   they said that queens could stay they blew the bronx away and sank manhattan out at sea    ,0
1984,1984,from joslinpogoisppittedu david joslin subject re kind loving merciful and forgiving god organization intelligent systems program lines 43  m23364mwunixmitreorg james meritt writes joslinpogoisppittedu david joslin writes m23364mwunixmitreorg james meritt writes a out of context must have missed when you said this about these other promises of god that we keep getting subjected to  could you please explain why i am wrong and they are ok or an acknowledgement of public hypocrisy both or neither  so according to you jim the only way to criticize one person for taking a quote out of context without being a hypocrite is to post a response to every person on trm who takes a quote out of context  did i either ask or assert that  or is this your misaimed telepathy at work again  1  stephen said you took a quote out of context 2  you noted that stephen had not replied to some other trm article      call it a that took a quote out of context 3  but the lack of evidence for x does not constitute evidence for the      lack of x  a common creationist error 4  so the fact that stephen did not reply to a does not justify the      conclusion that stephen condoned taking quotes out of context in a 5  you asked stephen to explain why you were wrong and they were ok      or to acknowledge that he was being a hypocrite   6  both of the choices you give stephen assume that he condoned      taking quotes out of context in a 7  i assumed you were being logical and that the sentence that begins      could you please explain  was not a nonsequitur but was intended      to follow from the sentence that preceded it 8  therefore i concluded that you believed that 2 implied that stephen      condoned taking quotes out of context in a 9  but weve already seen that 2 does not imply this 10 therefore you were incorrect to believe that 2 implied that stephen      thought it was okay to take quotes out of context in a and were       making an error of a kind that is frequently made by creationists  is that better jim   its called an argument  if you disagree with it explain why the argument is not sound  i admit that my assumption in 7 may have been a bit hasty  if you agree with it just say yup  dj yup  jims emailed response when i pointed out in a posted article that one of his arguments was a straw man argument reminiscent of a frequent creationist ploy  32293 ,3
1985,1985,from awsitiorg allen w sherzer subject re orbital repairstation organization evil geniuses for a better tomorrow lines 20  in article c5hcbojoyzootorontoedu henryzootorontoedu henry spencer writes  the biggest problem with this is that all orbits are not alike  it can actually be more expensive to reach a satellite from another orbit than from the ground    but with cheaper fuel from space based sources it will be cheaper to  reach more orbits than from the ground  also remember that the presence of a repairsupply facility adds value to the space around it if you can put your satellite in an orbit where it can be reached by a ready source of supply you can make it cheaper and gain benefit from economies of scale    allen     lady astor   sir if you were my husband i would poison your coffee     w churchill madam if you were my wife i would drink it              58 days to first flight of dcx ,2
1986,1986,from liveseysolntzewpdsgicom jon livesey subject re moraltiy was re political atheists organization sgi lines 63 nntppostinghost solntzewpdsgicom  in article 1ql8ekinn635gapcaltechedu keithccocaltechedu keith allan schneider writes  liveseysolntzewpdsgicom jon livesey writes    what if i act morally for no particular reason  then am i moral  what  if morality is instinctive as in most animals    saying that morality is instinctive in animals is an attempt to   assume your conclusion    which conclusion    you conclusion  correct me if i err  that the behaviour which is  instinctive in animals is a natural moral system    see we are disagreeing on the definition of moral here  earlier you said  that it must be a conscious act  by your definition no instinctive  behavior pattern could be an act of morality  you are trying to apply  human terms to nonhumans  pardon me   i am trying to apply human terms to nonhumans  i think there must be some confusion here   im the guy who is saying that if animal behaviour is instinctive then it does not have any moral sugnificance   how does refusing to apply human terms to animals get turned into applying human terms   i think that even if someone is not conscious of an alternative   this does not prevent his behavior from being moral  im sure you do think this if you say so   how about trying to convince me     you dont think that morality is a behavior pattern  what is human  morality  a moral action is one that is consistent with a given  pattern  that is we enforce a certain behavior as moral    you keep getting this backwards  you are trying to show that  the behaviour pattern is a morality  whether morality is a behavior   pattern is irrelevant since there can be behavior pattern for  example the motions of the planets that most all people would  not call a morality    i try to show it but by your definition it cant be shown  ive offered four times i think to accept your definition if you allow me to ascribe moral significence to the orbital motion of the planets     and morality can be thought of a large class of princples  it could be  defined in terms of many thingsthe laws of physics if you wish  however  it seems silly to talk of a moral planet because it obeys the laws of  phyics  it is less silly to talk about animals as they have at least  some free will  ah the law of silly and less silly   what mr livesey finds  intuitive is silly but what mr schneider finds intuitive is less  silly  now thats a devastating argument isnt it  jon ,0
1987,1987,from eczcawmipsnottacuk awainwright subject re some thoughts keywords dan bissell replyto eczcawmipsnottacuk awainwright organization nottingham university lines 28  in article healta145734928689saturnwwcedu healtasaturnwwcedu tammy r healy writes  i hope youre not going to flame him  please give him the same coutesy you  ve given me    tammy   if a person gives a wellbalanced reasoned argument tammy then all are happy to discuss it with him  if he makes astounding claims which are not backed up with any evidence then he must be expected to substantiate them if the original author had said that everything was his own opinion and not supportable then people would have simply ignored him  he did not  he claimed many things and his logic was seriously flawed  his argument was for christianity in an effort to try to convince atheists like myself to believe him and his message  i for one will not take things as read  if you told me that pink fluffy elephants did the dance of the sugar plum fairy on the dark side of jupiter then i would demand evidence   adda        adda wainwright            does dim atal y llanw         8o            eczcawmipsnottacuk    8o        mae sig ma ar werth              ,0
